Gender,Major,Program,GPA
Male,B.Tech,ECE,6.51
Male,B.Tech,ECE,7.09
Male,B.Tech,ECE,5.75
Male,B.Tech,CHD,6.69
Female,B.Tech,CSE,7.43
Male,B.Tech,CSE,7.61
Male,B.Tech,ECE,6.59
Male,B.Tech,CSE,9.73
Female,B.Tech,ECE,6.83
Male,B.Tech,CND,5.32
Male,B.Tech,ECE,8.21
Male,B.Tech,CHD,7.61
Male,B.Tech,CSE,7.23
Male,B.Tech,CND,6.54
Male,B.Tech,ECE,7.39
Male,B.Tech,CSE,8.62
Male,MS,CHD,8.14
Male,MS,CND,6.97
Male,B.Tech,CSE,4.0
Male,B.Tech,ECE,7.38
Female,B.Tech,CND,6.01
Female,B.Tech,CSE,6.9
Female,MS,CHD,7.43
Female,MS,ECE,7.38
Male,PhD,ECE,7.92
Female,B.Tech,ECE,6.33
Male,B.Tech,CSE,7.78
Male,MS,CHD,8.4
Male,B.Tech,CSE,5.79
Male,MS,ECE,7.25
Female,B.Tech,ECE,7.38
Male,B.Tech,CSE,8.05
Male,B.Tech,CSE,8.04
Female,B.Tech,CHD,6.0
Male,B.Tech,CND,7.99
Male,B.Tech,CHD,5.22
Female,B.Tech,ECE,6.8
Male,B.Tech,CHD,7.49
Male,B.Tech,CND,4.92
Male,B.Tech,ECE,9.09
Male,MS,CSE,8.93
Female,B.Tech,CSE,7.65
Male,B.Tech,ECE,6.03
Male,PhD,CND,8.27
Male,PhD,CHD,8.7
Male,B.Tech,ECE,5.88
Female,MS,CSE,7.87
Male,B.Tech,CSE,7.91
Male,B.Tech,ECE,5.51
Male,B.Tech,CND,7.33
Female,B.Tech,CSE,5.25
Female,MS,CND,7.34
Male,MS,CSE,7.65
Male,PhD,CHD,8.56
Male,MS,CHD,7.51
Female,B.Tech,CHD,7.13
Male,B.Tech,CSE,6.31
Female,PhD,CSE,8.03
Male,MS,CSE,8.88
Female,MS,CND,7.19
Male,PhD,CSE,8.68
Male,B.Tech,CSE,7.0
Male,MS,ECE,7.6
Male,MS,ECE,7.15
Female,PhD,CND,7.73
Female,B.Tech,CND,6.26
Female,B.Tech,ECE,6.85
Male,B.Tech,CND,7.6
Male,B.Tech,ECE,6.7
Female,B.Tech,CSE,6.77
Male,B.Tech,CND,6.92
Male,B.Tech,ECE,7.48
Male,B.Tech,ECE,7.64
Male,B.Tech,ECE,5.61
Male,B.Tech,ECE,6.72
Male,B.Tech,CSE,8.23
Male,B.Tech,ECE,5.68
Other,B.Tech,CHD,7.07
Male,B.Tech,ECE,6.83
Male,B.Tech,CSE,6.43
Male,B.Tech,CND,8.59
Female,MS,CSE,8.03
Male,B.Tech,CSE,8.51
Male,B.Tech,CSE,7.01
Male,MS,CSE,8.32
Male,B.Tech,ECE,6.42
Male,PhD,CHD,8.02
Female,MS,CND,8.29
Female,B.Tech,CND,7.43
Male,B.Tech,CHD,7.6
Male,B.Tech,ECE,7.38
Female,B.Tech,ECE,5.66
Male,B.Tech,CHD,6.19
Female,B.Tech,ECE,7.85
Male,MS,CHD,6.63
Female,B.Tech,ECE,7.29
Female,B.Tech,CSE,6.89
Female,B.Tech,ECE,7.85
Female,B.Tech,ECE,7.42
Male,B.Tech,ECE,6.34
Female,B.Tech,CSE,6.29
Male,B.Tech,ECE,6.48
Male,PhD,CND,8.59
Female,B.Tech,CND,4.7
Female,B.Tech,CSE,7.16
Female,B.Tech,CSE,6.12
Male,B.Tech,ECE,7.19
Female,B.Tech,ECE,7.34
Female,MS,CSE,6.84
Male,PhD,ECE,8.19
Male,B.Tech,CHD,7.16
Male,B.Tech,ECE,7.09
Male,B.Tech,ECE,6.88
Other,B.Tech,ECE,5.78
Male,B.Tech,ECE,5.93
Female,B.Tech,CSE,5.62
Female,B.Tech,ECE,7.55
Male,B.Tech,CSE,6.88
Female,MS,ECE,7.96
Male,MS,ECE,6.81
Female,B.Tech,ECE,6.97
Male,B.Tech,ECE,7.63
Female,PhD,ECE,7.38
Male,B.Tech,CSE,6.46
Male,MS,CSE,6.9
Female,B.Tech,ECE,6.58
Male,B.Tech,CSE,6.1
Male,B.Tech,CSE,7.38
Male,MS,CHD,8.12
Female,B.Tech,ECE,8.29
Male,B.Tech,CSE,6.95
Male,B.Tech,ECE,7.34
Male,MS,CND,7.61
Male,PhD,CND,7.75
Male,PhD,ECE,8.72
Male,PhD,CND,8.92
Male,B.Tech,ECE,7.71
Male,B.Tech,CND,7.13
Male,B.Tech,ECE,6.03
Female,B.Tech,ECE,8.14
Male,MS,CHD,8.41
Male,MS,ECE,9.42
Female,B.Tech,ECE,5.85
Male,B.Tech,CSE,7.86
Female,PhD,CSE,8.57
Male,B.Tech,ECE,6.66
Male,B.Tech,CND,8.36
Male,B.Tech,ECE,7.4
Female,B.Tech,ECE,6.06
Female,B.Tech,ECE,6.88
Male,B.Tech,CSE,6.05
Male,B.Tech,CSE,6.53
Female,PhD,CHD,8.65
Male,B.Tech,CND,7.99
Male,B.Tech,CSE,7.22
Female,PhD,ECE,7.92
Female,B.Tech,CSE,7.38
Male,B.Tech,CSE,7.72
Female,MS,ECE,6.62
Female,B.Tech,ECE,7.12
Male,MS,CSE,7.87
Male,B.Tech,CSE,7.95
Male,B.Tech,ECE,7.39
Female,B.Tech,CND,7.48
Female,B.Tech,CSE,6.52
Male,MS,CHD,8.0
Female,B.Tech,CSE,7.94
Male,PhD,CND,8.27
Male,MS,CHD,8.12
Male,B.Tech,CHD,5.46
Male,MS,CSE,7.95
Female,B.Tech,ECE,4.99
Male,B.Tech,ECE,6.48
Female,MS,CSE,8.04
Male,B.Tech,CSE,7.77
Male,B.Tech,ECE,6.0
Female,B.Tech,ECE,7.37
Male,B.Tech,CSE,8.47
Male,B.Tech,ECE,6.36
Male,B.Tech,CSE,5.45
Female,B.Tech,CSE,7.29
Male,B.Tech,ECE,5.81
Male,B.Tech,CSE,6.18
Male,B.Tech,ECE,7.92
Male,B.Tech,CSE,8.88
Female,MS,CHD,7.3
Male,B.Tech,ECE,6.26
Male,B.Tech,CND,6.56
Male,B.Tech,CSE,6.45
Male,B.Tech,ECE,8.93
Female,B.Tech,CSE,6.47
Male,PhD,CHD,8.11
Other,PhD,CHD,9.11
Male,MS,ECE,8.4
Male,PhD,ECE,8.79
Female,B.Tech,CSE,6.09
Male,B.Tech,CSE,6.47
Female,MS,CSE,7.27
Other,B.Tech,ECE,7.8
Male,MS,CHD,8.86
Male,MS,CSE,7.58
Female,PhD,ECE,8.12
Male,B.Tech,CSE,6.68
Male,MS,CSE,6.92
Male,B.Tech,ECE,6.33
Male,B.Tech,ECE,7.77
Female,B.Tech,CSE,6.12
Male,MS,CSE,8.07
Male,PhD,CND,7.65
Male,B.Tech,CSE,6.86
Male,B.Tech,CSE,6.44
Male,B.Tech,ECE,5.78
Female,PhD,CHD,8.7
Male,B.Tech,ECE,7.85
Female,B.Tech,CHD,6.03
Female,B.Tech,CSE,6.78
Male,B.Tech,ECE,7.04
Male,B.Tech,CSE,5.19
Male,B.Tech,ECE,5.6
Male,PhD,CND,8.94
Female,MS,ECE,7.25
Female,B.Tech,ECE,8.26
Male,PhD,CND,7.63
Male,B.Tech,CSE,7.66
Female,B.Tech,ECE,6.69
Female,B.Tech,CND,6.83
Male,B.Tech,ECE,8.86
Male,MS,CSE,7.12
Male,B.Tech,CSE,7.59
Female,B.Tech,CSE,7.55
Male,MS,CSE,10.0
Male,B.Tech,ECE,5.92
Male,MS,CSE,7.56
Male,MS,CSE,8.57
Male,B.Tech,ECE,6.8
Other,MS,ECE,7.68
Male,B.Tech,ECE,7.96
Male,B.Tech,ECE,6.73
Male,B.Tech,CSE,6.11
Male,B.Tech,CSE,7.73
Male,PhD,CSE,8.49
Male,B.Tech,ECE,6.69
Male,B.Tech,CSE,6.64
Male,PhD,CHD,7.84
Male,B.Tech,CSE,7.73
Male,B.Tech,CND,6.64
Female,B.Tech,ECE,6.23
Female,MS,ECE,7.1
Male,B.Tech,ECE,7.39
Male,B.Tech,ECE,6.49
Female,B.Tech,ECE,4.99
Male,B.Tech,CND,5.8
Female,MS,ECE,7.84
Female,B.Tech,CHD,6.79
Male,B.Tech,CSE,6.76
Male,B.Tech,CHD,6.62
Female,MS,CSE,6.97
Male,MS,CSE,7.39
Male,B.Tech,ECE,8.18
Male,B.Tech,CSE,8.04
Male,B.Tech,CSE,7.58
Female,B.Tech,CSE,7.49
Female,B.Tech,ECE,7.9
Other,B.Tech,CHD,5.88
Male,B.Tech,ECE,7.03
Male,PhD,CND,7.74
Male,B.Tech,ECE,5.9
Male,MS,CSE,8.26
Male,B.Tech,CSE,7.95
Female,PhD,CHD,8.2
Female,B.Tech,CSE,8.65
Male,B.Tech,CSE,7.21
Male,MS,ECE,7.46
Male,B.Tech,ECE,5.91
Male,B.Tech,CSE,8.02
Female,B.Tech,CHD,7.13
Male,MS,CHD,8.47
Other,B.Tech,ECE,4.34
Male,MS,CND,8.17
Male,B.Tech,CSE,6.49
Female,B.Tech,ECE,5.61
Male,B.Tech,CHD,6.94
Male,B.Tech,ECE,8.09
Male,B.Tech,ECE,9.27
Male,B.Tech,ECE,7.24
Female,B.Tech,ECE,6.29
Male,B.Tech,CSE,6.23
Female,B.Tech,CND,7.96
Male,MS,CND,7.3
Male,MS,CND,8.44
Female,MS,CHD,8.21
Male,B.Tech,CSE,7.18
Male,MS,CSE,6.9
Male,B.Tech,CHD,6.64
Male,B.Tech,CSE,5.54
Male,MS,CSE,7.59
Male,PhD,CHD,8.76
Male,B.Tech,ECE,8.23
Male,B.Tech,ECE,7.21
Female,B.Tech,ECE,6.43
Male,B.Tech,ECE,8.59
Female,MS,CND,7.59
Male,B.Tech,CSE,5.86
Male,MS,ECE,8.49
Female,B.Tech,ECE,7.46
Male,MS,CND,7.62
Female,PhD,ECE,8.35
Male,B.Tech,CSE,7.44
Male,B.Tech,ECE,7.2
Male,MS,ECE,8.32
Male,B.Tech,CND,6.49
Female,B.Tech,CHD,7.53
Male,B.Tech,ECE,7.02
Female,B.Tech,ECE,6.53
Female,MS,CSE,7.83
Male,B.Tech,ECE,6.9
Male,PhD,CHD,7.58
Female,B.Tech,CSE,6.36
Female,MS,CSE,8.05
Male,B.Tech,CND,5.65
Male,B.Tech,ECE,6.38
Male,B.Tech,ECE,9.38
Female,MS,CSE,7.21
Male,B.Tech,ECE,6.62
Female,MS,CND,7.42
Male,B.Tech,CSE,6.88
Male,B.Tech,ECE,6.19
Male,MS,CSE,7.83
Male,B.Tech,ECE,6.28
Male,B.Tech,CND,8.06
Male,B.Tech,ECE,7.08
Male,B.Tech,CND,6.0
Male,B.Tech,CND,7.84
Male,B.Tech,CND,6.04
Female,B.Tech,CHD,5.44
Male,MS,CSE,8.0
Male,PhD,CND,9.25
Male,B.Tech,CSE,5.17
Other,B.Tech,CSE,5.67
Male,B.Tech,CSE,7.75
Female,MS,ECE,7.55
Female,B.Tech,ECE,7.61
Male,B.Tech,ECE,6.16
Male,PhD,CSE,8.37
Female,B.Tech,ECE,8.74
Male,MS,ECE,7.16
Male,B.Tech,ECE,8.02
Female,B.Tech,CSE,7.68
Male,MS,CSE,6.96
Female,B.Tech,CSE,7.56
Male,MS,ECE,8.05
Female,B.Tech,ECE,7.09
Male,MS,ECE,8.24
Male,B.Tech,CSE,6.65
Male,B.Tech,CSE,7.07
Female,B.Tech,CSE,7.24
Male,B.Tech,CND,7.75
Male,B.Tech,CSE,5.47
Male,B.Tech,CHD,8.29
Male,B.Tech,ECE,5.84
Male,B.Tech,CSE,7.76
Male,B.Tech,CND,7.08
Male,B.Tech,ECE,5.72
Male,B.Tech,ECE,7.53
Male,PhD,ECE,7.83
Male,B.Tech,ECE,8.07
Female,B.Tech,CSE,6.29
Male,B.Tech,CSE,5.51
Male,MS,CND,9.07
Male,B.Tech,CHD,7.18
Female,B.Tech,CSE,7.87
Female,B.Tech,ECE,6.15
Female,B.Tech,ECE,5.11
Male,MS,CSE,9.17
Male,B.Tech,ECE,6.99
Male,B.Tech,ECE,7.49
Male,MS,CHD,8.46
Male,B.Tech,CHD,6.66
Female,MS,CSE,8.16
Female,B.Tech,ECE,8.59
Female,MS,CHD,7.98
Male,MS,CHD,8.66
Female,B.Tech,CSE,5.01
Male,MS,ECE,8.79
Male,B.Tech,CHD,5.48
Female,B.Tech,CSE,8.01
Male,B.Tech,ECE,7.39
Male,B.Tech,CHD,6.9
Male,MS,CSE,7.93
Female,B.Tech,CHD,6.75
Female,PhD,ECE,7.89
Male,B.Tech,CSE,6.79
Female,B.Tech,CSE,9.21
Male,B.Tech,CSE,8.3
Male,B.Tech,CSE,6.13
Female,MS,CHD,8.19
Female,MS,CSE,8.07
Other,MS,CND,7.9
Male,MS,ECE,7.3
Female,B.Tech,ECE,7.45
Male,B.Tech,ECE,7.85
Female,B.Tech,ECE,6.17
Male,B.Tech,ECE,8.96
Female,B.Tech,CSE,8.52
Male,B.Tech,CHD,7.55
Male,B.Tech,ECE,5.77
Male,B.Tech,CSE,7.4
Male,MS,ECE,8.2
Male,B.Tech,ECE,7.51
Female,B.Tech,CSE,8.59
Male,B.Tech,CHD,6.82
Male,MS,CHD,9.43
Male,PhD,CHD,8.5
Male,B.Tech,ECE,6.71
Male,B.Tech,CND,9.4
Male,PhD,ECE,8.71
Male,B.Tech,ECE,6.55
Male,MS,ECE,8.06
Male,MS,CHD,8.44
Male,B.Tech,CSE,6.85
Male,B.Tech,CSE,7.13
Male,B.Tech,CHD,6.18
Male,B.Tech,ECE,5.31
Female,MS,ECE,8.07
Female,MS,CHD,8.1
Female,MS,CHD,8.37
Male,B.Tech,CSE,6.42
Female,B.Tech,CSE,5.66
Female,B.Tech,CND,6.03
Female,B.Tech,ECE,8.06
Male,B.Tech,CSE,6.33
Male,B.Tech,CHD,6.56
Female,B.Tech,ECE,6.69
Male,PhD,CSE,7.99
Male,B.Tech,CSE,6.31
Male,MS,ECE,7.39
Male,B.Tech,CHD,8.4
Male,B.Tech,CSE,7.68
Male,MS,CSE,8.87
Male,MS,CND,9.01
Male,B.Tech,CSE,4.65
Male,B.Tech,ECE,7.34
Male,B.Tech,CSE,6.41
Male,B.Tech,ECE,8.12
Female,PhD,ECE,7.93
Female,B.Tech,CSE,5.95
Male,B.Tech,ECE,5.57
Male,PhD,CHD,8.15
Male,B.Tech,ECE,7.91
Female,B.Tech,ECE,7.26
Male,B.Tech,ECE,5.8
Male,B.Tech,ECE,9.15
Male,B.Tech,ECE,7.65
Male,B.Tech,ECE,7.78
Female,B.Tech,ECE,8.29
Female,MS,ECE,6.85
Male,MS,CSE,7.36
Male,B.Tech,CSE,7.82
Male,B.Tech,CSE,6.19
Male,B.Tech,CND,6.72
Male,B.Tech,ECE,6.92
Male,MS,ECE,7.11
Male,B.Tech,CSE,6.64
Male,B.Tech,CSE,7.91
Female,B.Tech,CHD,7.73
Male,B.Tech,CHD,8.11
Female,B.Tech,CSE,8.01
Female,MS,CHD,8.28
Male,PhD,ECE,8.46
Female,MS,ECE,8.18
Male,PhD,CHD,7.99
Male,PhD,CHD,7.79
Male,B.Tech,ECE,6.31
Other,B.Tech,CSE,6.67
Male,MS,ECE,7.54
Male,B.Tech,CSE,7.41
Female,B.Tech,CSE,7.2
Male,B.Tech,ECE,7.31
Female,B.Tech,CSE,7.35
Female,B.Tech,ECE,8.2
Female,B.Tech,CSE,6.99
Female,B.Tech,ECE,8.01
Female,MS,CHD,8.36
Male,B.Tech,ECE,8.13
Female,MS,CSE,9.13
Male,B.Tech,CSE,7.58
Male,B.Tech,CSE,7.1
Male,B.Tech,CSE,7.1
Female,B.Tech,CSE,6.53
Other,B.Tech,CSE,6.5
Female,MS,CHD,8.63
Male,MS,CND,7.33
Male,PhD,CSE,9.11
Male,B.Tech,CHD,6.85
Female,B.Tech,CSE,9.86
Female,B.Tech,ECE,6.31
Male,B.Tech,ECE,7.25
Male,B.Tech,CND,6.65
Male,B.Tech,CSE,6.21
Male,B.Tech,CSE,8.06
Female,B.Tech,CSE,5.89
Male,B.Tech,ECE,6.32
Male,B.Tech,CND,7.59
Male,B.Tech,ECE,7.74
Male,MS,CHD,7.03
Female,B.Tech,ECE,7.58
Male,B.Tech,CHD,7.13
Male,B.Tech,ECE,6.08
Male,B.Tech,CSE,6.21
Female,MS,CND,6.58
Female,MS,CSE,9.2
Female,B.Tech,CSE,8.02
Male,B.Tech,CSE,5.71
Male,PhD,CHD,8.7
Male,B.Tech,ECE,6.43
Female,MS,CSE,8.64
Male,B.Tech,ECE,6.5
Male,B.Tech,ECE,6.64
Female,MS,CND,7.8
Female,B.Tech,ECE,6.34
Male,B.Tech,ECE,8.4
Male,B.Tech,ECE,7.9
Male,B.Tech,CSE,7.11
Female,MS,ECE,8.72
Female,B.Tech,ECE,5.37
Male,B.Tech,CSE,5.77
Male,MS,CSE,8.33
Female,B.Tech,ECE,7.74
Female,B.Tech,CSE,7.28
Male,MS,CSE,6.68
Male,PhD,ECE,7.77
Male,B.Tech,ECE,7.42
Male,B.Tech,CHD,9.43
Female,MS,ECE,8.85
Female,MS,ECE,9.1
Female,MS,ECE,8.24
Male,B.Tech,CSE,7.33
Female,B.Tech,CSE,5.97
Male,B.Tech,ECE,7.95
Male,MS,ECE,7.95
Male,MS,CHD,8.48
Male,B.Tech,ECE,7.03
Female,B.Tech,CSE,7.28
Male,B.Tech,ECE,6.91
Male,PhD,ECE,8.41
Male,B.Tech,ECE,8.0
Male,B.Tech,ECE,5.73
Male,B.Tech,CND,5.51
Male,B.Tech,CHD,7.43
Female,B.Tech,CND,8.44
Male,MS,CSE,9.18
Male,MS,CSE,7.14
Male,B.Tech,CSE,6.6
Female,B.Tech,CSE,5.52
Male,MS,ECE,7.61
Male,B.Tech,ECE,8.12
Male,B.Tech,ECE,6.99
Male,PhD,CND,8.11
Male,MS,CND,8.38
Female,MS,CSE,7.44
Male,B.Tech,CHD,8.59
Male,B.Tech,ECE,7.01
Female,B.Tech,ECE,6.6
Female,B.Tech,ECE,7.59
Male,MS,CSE,8.66
Male,B.Tech,CHD,8.6
Male,MS,CHD,7.85
Male,B.Tech,CHD,8.09
Female,B.Tech,CND,7.1
Female,PhD,CHD,7.99
Female,B.Tech,CSE,6.22
Male,B.Tech,CSE,5.9
Male,B.Tech,CSE,6.26
Male,B.Tech,CSE,8.12
Female,B.Tech,CHD,7.71
Male,B.Tech,CSE,5.76
Male,B.Tech,CND,5.25
Female,MS,CHD,7.22
Female,B.Tech,CSE,6.22
Female,B.Tech,ECE,6.7
Male,B.Tech,ECE,8.17
Female,B.Tech,ECE,6.45
Female,B.Tech,ECE,8.68
Male,B.Tech,CSE,5.32
Male,B.Tech,ECE,6.65
Male,MS,ECE,8.55
Female,PhD,CND,8.72
Male,MS,CND,7.77
Male,B.Tech,CSE,8.0
Male,B.Tech,CSE,7.81
Female,PhD,CHD,7.96
Male,B.Tech,CND,7.31
Male,MS,ECE,8.49
Male,B.Tech,CSE,6.39
Female,B.Tech,CSE,8.69
Male,MS,CSE,7.42
Male,MS,ECE,8.1
Female,MS,ECE,7.13
Male,PhD,CHD,8.35
Female,B.Tech,CSE,5.93
Male,B.Tech,CSE,6.71
Male,PhD,ECE,7.51
Male,B.Tech,CHD,7.8
Male,B.Tech,ECE,7.36
Female,B.Tech,CND,8.09
Male,B.Tech,ECE,6.65
Female,B.Tech,CSE,8.13
Male,B.Tech,CSE,7.04
Male,MS,CHD,8.08
Male,MS,ECE,9.48
Other,B.Tech,ECE,6.52
Male,B.Tech,ECE,8.23
Male,B.Tech,ECE,7.48
Male,B.Tech,CSE,6.43
Male,B.Tech,CHD,5.68
Male,B.Tech,ECE,5.97
Female,B.Tech,CSE,8.13
Male,B.Tech,ECE,8.73
Female,B.Tech,ECE,7.09
Male,B.Tech,CSE,7.14
Female,B.Tech,ECE,7.78
Female,B.Tech,CSE,7.07
Male,B.Tech,CSE,8.1
Female,PhD,CSE,8.45
Male,B.Tech,CSE,7.14
Female,MS,CSE,7.51
Female,B.Tech,CSE,6.05
Male,MS,CND,5.79
Male,B.Tech,CSE,8.23
Male,MS,ECE,7.9
Male,B.Tech,CSE,6.6
Male,MS,CHD,6.63
Male,B.Tech,CSE,6.36
Male,B.Tech,CSE,6.23
Female,MS,CSE,7.44
Male,B.Tech,CND,7.33
Male,PhD,CHD,8.36
Male,B.Tech,CSE,5.64
Male,B.Tech,CSE,5.7
Male,MS,CSE,7.09
Male,B.Tech,CSE,8.81
Female,B.Tech,ECE,8.49
Female,MS,ECE,7.4
Male,MS,CHD,6.62
Female,PhD,ECE,8.36
Male,B.Tech,ECE,7.05
Female,B.Tech,CSE,7.32
Female,B.Tech,CSE,7.74
Male,B.Tech,ECE,7.45
Male,MS,CSE,7.22
Male,B.Tech,ECE,7.29
Male,B.Tech,CHD,7.85
Female,B.Tech,CSE,6.28
Male,MS,CND,8.21
Female,PhD,CSE,8.02
Other,B.Tech,CSE,9.0
Male,B.Tech,ECE,5.67
Female,MS,ECE,8.81
Female,B.Tech,CSE,5.33
Female,B.Tech,ECE,8.79
Other,B.Tech,CND,5.86
Female,B.Tech,CSE,7.19
Male,B.Tech,CHD,5.37
Female,MS,ECE,7.06
Male,B.Tech,CND,7.9
Female,B.Tech,CSE,8.03
Female,PhD,CND,8.42
Male,MS,CSE,8.52
Male,B.Tech,CHD,8.04
Male,B.Tech,ECE,6.32
Male,B.Tech,CSE,5.6
Male,B.Tech,CSE,6.99
Female,B.Tech,CHD,6.42
Female,B.Tech,ECE,7.39
Female,B.Tech,CSE,7.55
Male,B.Tech,ECE,6.32
Female,B.Tech,CHD,7.7
Female,B.Tech,CSE,7.65
Male,B.Tech,CSE,7.72
Male,B.Tech,CND,6.59
Male,B.Tech,CSE,7.78
Female,B.Tech,CSE,7.52
Male,B.Tech,CSE,7.64
Female,B.Tech,CHD,8.68
Male,B.Tech,CSE,7.33
Female,MS,CHD,7.58
Male,PhD,CND,7.74
Male,B.Tech,CSE,8.13
Male,PhD,CND,8.48
Male,B.Tech,ECE,8.67
Female,B.Tech,ECE,4.97
Male,PhD,ECE,8.76
Female,B.Tech,ECE,6.74
Male,B.Tech,CSE,6.65
Male,B.Tech,CSE,6.24
Male,B.Tech,CND,7.9
Male,B.Tech,CSE,7.61
Female,B.Tech,CHD,5.86
Male,B.Tech,CSE,7.16
Female,B.Tech,CSE,7.71
Other,B.Tech,CHD,7.18
Male,PhD,CSE,8.85
Male,MS,CND,7.8
Female,B.Tech,ECE,4.75
Female,B.Tech,CSE,7.19
Female,MS,CHD,8.13
Male,B.Tech,CSE,7.31
Female,B.Tech,CSE,8.11
Male,B.Tech,ECE,5.05
Female,MS,ECE,7.83
Female,B.Tech,CSE,6.08
Male,B.Tech,CHD,5.79
Male,B.Tech,CHD,6.93
Male,B.Tech,ECE,7.7
Male,B.Tech,ECE,7.3
Female,B.Tech,ECE,6.31
Male,B.Tech,ECE,6.85
Male,B.Tech,ECE,7.93
Male,B.Tech,CND,7.68
Other,MS,CSE,7.61
Male,MS,ECE,7.57
Male,B.Tech,CHD,5.28
Male,B.Tech,ECE,6.57
Other,B.Tech,CHD,5.26
Female,B.Tech,CSE,9.07
Male,MS,CSE,7.4
Male,B.Tech,CHD,8.11
Male,B.Tech,CSE,8.82
Male,MS,CHD,8.15
Male,PhD,CSE,8.25
Female,B.Tech,ECE,5.68
Male,B.Tech,ECE,6.5
Female,B.Tech,CSE,8.6
Male,MS,ECE,8.25
Female,MS,CHD,8.02
Female,B.Tech,CSE,8.31
Male,B.Tech,ECE,7.7
Male,B.Tech,ECE,6.85
Male,B.Tech,CSE,7.22
Male,B.Tech,ECE,6.23
Male,B.Tech,CSE,6.44
Male,B.Tech,CSE,6.79
Other,MS,ECE,8.39
Male,B.Tech,ECE,5.75
Female,B.Tech,CND,7.08
Male,B.Tech,CSE,6.61
Female,MS,ECE,7.37
Male,B.Tech,CSE,6.62
Female,PhD,CND,7.14
Male,B.Tech,ECE,6.24
Male,PhD,CHD,7.75
Male,MS,ECE,7.8
Male,B.Tech,CHD,4.72
Male,PhD,CHD,8.4
Male,B.Tech,CND,7.91
Male,B.Tech,CSE,6.88
Female,B.Tech,ECE,7.5
Male,B.Tech,ECE,6.49
Male,MS,CHD,6.91
Female,MS,CSE,8.0
Male,B.Tech,CND,7.68
Male,B.Tech,CSE,5.68
Male,B.Tech,CSE,6.53
Female,B.Tech,ECE,6.75
Female,B.Tech,ECE,9.85
Female,PhD,CND,8.41
Male,B.Tech,CSE,5.09
Female,B.Tech,ECE,4.85
Male,MS,ECE,8.51
Male,B.Tech,CSE,9.49
Male,B.Tech,CND,6.72
Male,B.Tech,CHD,6.66
Male,B.Tech,ECE,7.43
Male,PhD,CSE,7.9
Male,B.Tech,CND,4.46
Male,B.Tech,CSE,8.04
Female,B.Tech,CSE,6.39
Male,B.Tech,CSE,8.05
Female,MS,CSE,7.47
Male,PhD,CND,8.36
Female,MS,ECE,8.6
Male,B.Tech,CND,8.07
Male,B.Tech,CSE,7.23
Male,B.Tech,ECE,7.18
Male,B.Tech,CND,7.62
Female,B.Tech,CHD,7.46
Male,B.Tech,ECE,5.71
Male,PhD,CSE,7.66
Female,B.Tech,ECE,4.89
Female,B.Tech,CSE,7.77
Male,B.Tech,ECE,6.6
Male,B.Tech,ECE,7.82
Male,B.Tech,ECE,7.4
Male,B.Tech,ECE,6.0
Male,B.Tech,ECE,6.88
Other,B.Tech,CSE,6.55
Male,MS,ECE,7.57
Male,B.Tech,ECE,7.92
Male,B.Tech,CSE,9.51
Female,B.Tech,CSE,8.12
Female,B.Tech,CSE,6.97
Male,PhD,ECE,8.93
Female,B.Tech,CND,8.71
Male,B.Tech,CSE,5.61
Male,MS,ECE,8.86
Male,B.Tech,ECE,7.77
Male,B.Tech,CSE,8.19
Male,B.Tech,CND,7.81
Female,B.Tech,CSE,6.77
Male,MS,CND,9.42
Female,B.Tech,CSE,7.34
Male,B.Tech,CSE,6.57
Male,B.Tech,CSE,7.51
Male,B.Tech,CSE,7.97
Male,B.Tech,CHD,7.09
Male,B.Tech,CSE,7.39
Male,B.Tech,ECE,7.09
Male,B.Tech,CSE,6.34
Male,PhD,CND,7.89
Female,B.Tech,ECE,5.6
Male,B.Tech,ECE,8.52
Male,B.Tech,CSE,6.78
Male,PhD,CHD,6.59
Female,MS,CSE,8.28
Female,MS,CSE,8.26
Male,B.Tech,ECE,5.13
Male,MS,CND,7.42
Male,B.Tech,CHD,6.12
Other,B.Tech,ECE,6.26
Female,B.Tech,ECE,8.21
Male,MS,CND,7.9
Male,MS,ECE,7.7
Male,MS,ECE,8.79
Female,PhD,CND,8.55
Male,B.Tech,CSE,5.26
Male,B.Tech,CSE,6.38
Male,B.Tech,ECE,7.32
Female,MS,CSE,7.35
Female,B.Tech,CSE,9.03
Female,MS,ECE,8.08
Male,B.Tech,ECE,6.25
Female,B.Tech,CND,5.88
Male,B.Tech,CSE,7.93
Male,B.Tech,CSE,6.35
Male,MS,CSE,8.27
Other,B.Tech,ECE,5.85
Male,B.Tech,ECE,7.07
Female,B.Tech,ECE,6.36
Female,B.Tech,CSE,6.68
Male,B.Tech,ECE,6.2
Male,B.Tech,ECE,8.03
Male,MS,CSE,7.66
Male,B.Tech,ECE,6.86
Male,B.Tech,ECE,6.9
Male,B.Tech,CND,8.61
Female,B.Tech,CHD,7.89
Female,B.Tech,ECE,7.79
Male,B.Tech,CHD,5.42
Male,B.Tech,ECE,6.34
Male,B.Tech,CND,8.19
Female,B.Tech,CSE,5.83
Female,MS,ECE,8.06
Male,PhD,CHD,7.77
Male,B.Tech,ECE,6.04
Female,B.Tech,CSE,8.68
Male,B.Tech,CSE,7.72
Male,B.Tech,CSE,7.98
Male,MS,CSE,8.55
Male,MS,ECE,7.9
Male,B.Tech,ECE,6.31
